Patient ID,Factor_0,Factor_1
Subject_0,0.91577,-0.3453264
Subject_1,0.819354,1.0646939
Subject_2,0.5870888,-0.3717404
Subject_3,-0.64160776,-1.1280951
Subject_4,-0.7729985,0.3887974
Subject_5,0.6788599,0.69990396
Subject_6,-0.9782678,0.8706694
Subject_7,-0.38442498,0.4165515
Subject_8,-0.70549816,0.3202768
Subject_9,-1.1507274,0.53290594
Subject_10,0.88461405,0.542125
Subject_11,-0.75559163,-0.8323136
Subject_12,0.9980994,1.0652258
Subject_13,0.6057371,-0.8234411
Subject_14,-0.43084097,-0.23912874
Subject_15,0.83715177,1.1449182
Subject_16,-1.100868,-0.30244184
Subject_17,-0.1790891,-0.94340515
Subject_18,-0.2769452,-0.05557008
Subject_19,-1.1794488,0.9297054
Subject_20,-0.123378664,-0.10843341
Subject_21,-0.91577834,-0.9191523
Subject_22,-0.7972708,-0.5212477
Subject_23,1.2215073,0.16518588
Subject_24,0.6613877,-0.12065077
Subject_25,-0.7996482,-0.62048215
Subject_26,1.1280942,-0.37828556
Subject_27,0.54391193,1.5910686
Subject_28,0.16828145,-1.08567
Subject_29,0.47045746,0.41189024
Subject_30,-1.0121114,-0.5878646
Subject_31,-1.2710391,0.87835866
Subject_32,1.2700598,-0.59158796
Subject_33,0.96298516,-1.0536934
Subject_34,0.9778909,0.35388732
Subject_35,0.5269802,-0.013744943
Subject_36,0.5949213,-0.12222213
Subject_37,-0.42067036,0.21790732
Subject_38,-0.87703896,0.9080881
Subject_39,-0.2712942,-0.71074945
Subject_40,1.0933146,-0.38926148
Subject_41,-1.1725068,1.0188274
Subject_42,0.8677995,0.6427678
Subject_43,-0.16850212,-0.29472926
Subject_44,0.74136823,0.7567996
Subject_45,0.559042,0.07780945
Subject_46,0.9465415,0.19595367
Subject_47,-0.17738958,-1.0012993
Subject_48,0.616372,-0.18214083
Subject_49,0.51245016,0.96227294
Subject_50,-0.8211393,-1.2779744
Subject_51,0.42789018,-0.73956776
Subject_52,-0.79069614,-1.0016844
Subject_53,0.116062075,0.59416795
Subject_54,0.8210671,0.38498932
Subject_55,-0.8438799,-0.36868927
Subject_56,-0.91144305,0.27251542
Subject_57,-1.0634094,0.7683912
Subject_58,1.1635588,0.69772565
Subject_59,-0.961029,0.19219354
Subject_60,0.41957328,-0.44904032
Subject_61,1.0997717,-0.6269361
Subject_62,0.90831435,-0.24033028
Subject_63,0.95835096,1.1810173
Subject_64,0.88349354,-0.4645141
Subject_65,0.7435186,-0.6619261
Subject_66,-1.1992539,0.6323685
Subject_67,0.37847334,-1.1742066
Subject_68,-0.80048215,-0.90760577
Subject_69,-0.509007,0.7419238
Subject_70,0.9857173,0.5787314
Subject_71,-0.8099411,0.35502973
Subject_72,-0.9424009,-0.7410967
Subject_73,1.2472198,0.15817001
Subject_74,-1.0656528,-1.076722
Subject_75,1.0949029,0.70479524
Subject_76,0.6312472,1.0522788
Subject_77,-1.2991647,0.8922082
Subject_78,-0.8534977,-1.1952521
Subject_79,-0.87461525,0.539608
Subject_80,-0.68610615,0.45734462
Subject_81,-0.06514772,-0.8803194
Subject_82,-0.55626565,-0.8546338
Subject_83,-1.253852,0.4191382
Subject_84,-0.829071,1.1265942
Subject_85,-0.24676804,-0.67995965
