Patient ID,Factor_0,Factor_1
Subject_0,0.928268,0.5453923
Subject_1,1.1083539,-0.85874784
Subject_2,0.43255955,0.38232473
Subject_3,-0.9872558,0.4148576
Subject_4,-0.93880975,-0.20905615
Subject_5,0.33223557,-0.58069503
Subject_6,-1.3282812,-0.9672116
Subject_7,-0.32551414,-0.2702601
Subject_8,-0.9824699,-0.39284122
Subject_9,-1.0472963,-0.26509908
Subject_10,0.9830806,-0.40109983
Subject_11,-0.5998318,0.29149598
Subject_12,0.54849714,-1.0877693
Subject_13,0.22150053,0.925781
Subject_14,-0.8061384,0.2636578
Subject_15,0.91033906,-2.4936082
Subject_16,-1.0314322,0.087730944
Subject_17,0.24313857,0.94271636
Subject_18,-0.5009167,-0.048925787
Subject_19,-1.3518255,-0.8803944
Subject_20,-0.10150108,0.047962278
Subject_21,-1.0306199,1.0788572
Subject_22,-0.4014553,0.5114768
Subject_23,0.776327,-0.20168771
Subject_24,0.74235255,0.16471033
Subject_25,-0.6496856,0.7096974
Subject_26,0.7511802,0.3958557
Subject_27,0.5158984,-0.24921645
Subject_28,0.6773956,1.0129309
Subject_29,0.99447656,-1.0357531
Subject_30,-1.4956012,0.4647961
Subject_31,-0.7353972,-1.1688361
Subject_32,0.8473107,0.64622957
Subject_33,0.92108965,1.1844453
Subject_34,0.64267594,-1.0862262
Subject_35,0.41224265,0.03704076
Subject_36,0.7904671,0.0066636405
Subject_37,-0.4114338,-0.21309027
Subject_38,-0.6359409,-0.8630648
Subject_39,-0.59686923,0.65902877
Subject_40,0.6511128,0.2912737
Subject_41,-1.158705,-0.72825074
Subject_42,0.84684825,-0.7015464
Subject_43,-0.68775123,0.22237001
Subject_44,0.46871912,-0.9701196
Subject_45,0.26417357,-0.16879743
Subject_46,0.95864546,-0.27403626
Subject_47,-0.35757595,0.2923071
Subject_48,1.1267936,0.047010284
Subject_49,0.20166074,-0.73978126
Subject_50,-0.89713144,1.060815
Subject_51,0.23761596,0.41747352
Subject_52,-0.9653119,0.78335595
Subject_53,0.49303764,-0.50290453
Subject_54,1.2052312,-0.34528673
Subject_55,-0.40099317,0.28387472
Subject_56,-1.419361,0.007147929
Subject_57,-1.2738832,-0.7424768
Subject_58,0.86893183,-0.68446356
Subject_59,-0.34948137,-0.014042511
Subject_60,1.0149502,0.5402534
Subject_61,0.8768658,0.6469119
Subject_62,1.2783848,0.2544956
Subject_63,0.94764423,-1.7671897
Subject_64,1.0564841,0.25858188
Subject_65,0.95839506,0.19139275
Subject_66,-1.1572579,-0.6131757
Subject_67,0.66014874,1.2236129
Subject_68,-0.3005098,1.106204
Subject_69,-0.756246,-0.5147996
Subject_70,1.1397156,-0.59055704
Subject_71,-0.7205406,-0.3137504
Subject_72,-0.33138612,0.89888495
Subject_73,0.50769264,-0.052352477
Subject_74,-0.5858181,0.3852973
Subject_75,0.8832566,-0.35514343
Subject_76,0.6527787,-1.0255803
Subject_77,-0.9106045,-0.1520487
Subject_78,-0.4369617,1.1647046
Subject_79,-0.9130908,-0.63172525
Subject_80,-0.29974958,-0.34614998
Subject_81,0.23558481,1.0868943
Subject_82,-0.44778466,1.8172597
Subject_83,-0.904681,-0.13294141
Subject_84,-1.1834687,-1.041531
Subject_85,-0.09411899,0.2957191
