Patient ID,Factor_0,Factor_1
Subject_0,0.6885295,1.4303049
Subject_1,-1.4288591,-0.048391983
Subject_2,0.328212,1.0220689
Subject_3,0.6399002,0.51532364
Subject_4,-0.87077975,-0.8370437
Subject_5,-0.84101444,0.4704372
Subject_6,-1.2514266,-0.47747514
Subject_7,-0.25665444,-0.81663394
Subject_8,0.26944485,-0.6490794
Subject_9,-0.6083371,-0.6448245
Subject_10,-1.1515753,-0.44332597
Subject_11,0.60227734,-0.78862625
Subject_12,-0.73365456,-0.769116
Subject_13,1.6030773,0.9831848
Subject_14,0.3124832,0.8677498
Subject_15,-1.7486689,-0.56618464
Subject_16,0.094067805,0.40669
Subject_17,1.2858152,1.0300864
Subject_18,0.685866,-0.5616348
Subject_19,-0.89241344,-0.7674949
Subject_20,-0.2337707,-0.72577965
Subject_21,1.1513056,0.56377035
Subject_22,0.33623388,0.17658183
Subject_23,0.44848925,0.30608335
Subject_24,-0.14347377,-0.85055536
Subject_25,0.9630199,0.64951634
Subject_26,0.49354282,1.310174
Subject_27,-0.38968867,0.20211399
Subject_28,1.1059352,0.95925015
Subject_29,-0.6375246,0.9139573
Subject_30,0.61155176,0.37191874
Subject_31,-1.0283207,-0.59888077
Subject_32,1.0712389,0.7907307
Subject_33,1.335854,1.2433015
Subject_34,-1.1468222,0.7779101
Subject_35,-0.3023867,-1.3251954
Subject_36,0.0025005827,0.7762942
Subject_37,-0.015551606,-1.3413006
Subject_38,-0.72154766,-0.78381354
Subject_39,0.88332695,-0.6624032
Subject_40,0.53427076,0.37214863
Subject_41,-0.43678334,-0.6102435
Subject_42,-1.0086949,0.55470854
Subject_43,0.15398486,0.92041874
Subject_44,-0.959652,-1.0047222
Subject_45,1.1803131,-0.56309015
Subject_46,-0.24510442,-0.6011477
Subject_47,0.56908906,-0.81382984
Subject_48,-0.27238622,0.7729743
Subject_49,-1.2926697,-0.61456764
Subject_50,1.4238882,0.6030037
Subject_51,0.5944479,0.9614783
Subject_52,1.1081512,0.7971467
Subject_53,-0.5155072,-0.99334276
Subject_54,-0.39795205,-1.0215478
Subject_55,0.46085945,-0.83432764
Subject_56,0.08912611,-0.92341816
Subject_57,-1.157657,-1.134007
Subject_58,-0.7548022,0.08292839
Subject_59,-0.11344751,-0.9816927
Subject_60,1.177559,0.52222997
Subject_61,0.98792243,1.2117379
Subject_62,0.29097274,0.9975918
Subject_63,-2.9364448,-0.89614356
Subject_64,-0.38578662,0.81389177
Subject_65,-0.19894281,0.91686493
Subject_66,-1.3335526,-0.49028543
Subject_67,1.9850414,0.22482055
Subject_68,1.5992573,0.88805956
Subject_69,-0.78781766,-0.8686021
Subject_70,-0.9919466,0.88617325
Subject_71,-0.8841734,-0.0024901626
Subject_72,0.42815322,0.5966801
Subject_73,-0.059622154,1.7834418
Subject_74,0.5343812,0.99161714
Subject_75,-0.3369394,-0.8982237
Subject_76,-0.7764732,-0.4606605
Subject_77,-0.030048791,-0.8006352
Subject_78,2.5367203,-0.8690368
Subject_79,-1.1094103,-0.36617613
Subject_80,-0.29813135,-0.17892805
Subject_81,1.4021627,1.0877541
Subject_82,1.4485742,0.5980759
Subject_83,-0.022514941,-0.5970586
Subject_84,-0.67133135,0.37225085
Subject_85,0.9088129,-0.4301079
