Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Subject_0,-0.008217581,-0.629339,-0.0755741,0.21476196,1.0383145
Subject_1,0.048170574,1.18683,-0.08380079,0.3281894,0.58970946
Subject_2,-0.03875438,-0.4395394,0.36664337,-0.5958979,0.26484603
Subject_3,-0.040807847,-0.6494425,0.28193977,-0.3960712,-0.27417845
Subject_4,0.064469375,0.6519045,1.0252542,-0.99878794,-0.16690382
Subject_5,-1.428699,0.6570254,0.32687226,0.11563765,-0.2514114
Subject_6,0.006064542,1.2223339,0.17539018,0.015180325,1.3940408
Subject_7,-0.004545506,0.48539892,0.024372512,0.17667173,1.6017371
Subject_8,0.042105235,-0.10118482,-0.27342245,0.16604012,0.854824
Subject_9,-0.009840079,0.699222,0.41805112,0.21035416,0.3866763
Subject_10,0.042630766,0.92648494,-0.5925075,0.10005638,1.6986183
Subject_11,0.032846868,-0.12175931,0.7140955,-0.2857709,0.8031767
Subject_12,-0.471721,0.79778326,-0.85712695,-1.1829468,-0.24457213
Subject_13,-0.012661795,-1.5370414,0.04201223,0.12245307,0.17483987
Subject_14,0.004668805,-0.45731258,-0.94776255,0.13503483,1.5108325
Subject_15,-0.043428924,1.6958531,-0.05522553,0.31594053,1.4626396
Subject_16,-0.03732601,-0.07691298,-0.71238947,0.28438428,1.0951902
Subject_17,0.046588216,-1.4100603,-0.32326084,0.22717175,0.8307168
Subject_18,-1.4380559,0.013517233,-0.4860323,-0.22731382,0.07092522
Subject_19,-0.29493704,1.1872041,-0.097898215,-1.2697415,-0.07588307
Subject_20,-0.014479025,0.24130532,0.5321254,0.10046164,1.3322377
Subject_21,0.03186261,-1.1538953,0.27739388,0.41271567,0.8291961
Subject_22,0.0213197,-0.22753413,0.63092506,0.2969694,1.5334284
Subject_23,-0.06586839,-0.3266663,0.009214526,0.24271479,0.77229136
Subject_24,-1.4705466,0.12390332,-0.38238877,-0.48893943,-0.23298427
Subject_25,-1.1188949,-1.0190982,0.84321326,-0.6742901,-0.2019475
Subject_26,-1.4770355,-0.6007879,-0.5696477,-0.52836776,0.38126254
Subject_27,-0.0407634,0.30502123,0.99716073,-0.6489453,0.26269647
Subject_28,0.00097581785,-1.1039492,-0.5316987,-0.27089852,1.866196
Subject_29,-0.5496768,0.3617397,0.17492421,-0.2819468,-0.29532304
Subject_30,-1.3234744,-0.6401877,-0.26470304,-0.7702562,0.29241216
Subject_31,-0.48929873,1.1796746,0.26007715,-0.19390303,-0.13848582
Subject_32,-1.3936023,-1.2033916,0.57618016,-0.18820287,0.25273594
Subject_33,-0.06375302,-1.5211943,0.07960224,0.10274432,0.06253332
Subject_34,-0.053954575,0.9356119,-0.36355296,-0.34464613,0.84186816
Subject_35,-0.026648995,0.6080043,1.0224879,-0.22543317,1.6706531
Subject_36,-1.4341702,-0.13917279,0.35890815,-0.47625673,-0.10597472
Subject_37,0.07389573,0.21519336,-0.43241194,0.18267135,0.8557534
Subject_38,-0.37126255,0.8924869,-0.71656656,-0.6363045,-0.16971003
Subject_39,-1.2719488,-0.7999032,0.06890512,-0.11821552,0.114798434
Subject_40,-0.035740938,-0.6336002,-0.76022655,-0.16110837,-0.085168906
Subject_41,0.18934038,0.49190345,-0.9394625,-0.7995483,-0.080937706
Subject_42,-1.0623236,0.63844395,0.018173244,-0.86053926,-0.17724238
Subject_43,-1.513304,-0.15763181,-0.7183483,0.68793344,0.84809226
Subject_44,-1.4559554,0.8367977,-0.010263593,-0.5129026,-0.035886
Subject_45,-0.69190234,-0.20714232,0.37331468,0.19257776,0.8982353
Subject_46,-1.3373905,0.43975502,0.17529263,-0.16816528,0.049934406
Subject_47,-1.0459455,-0.5050008,0.2333228,-0.2962205,-0.3778761
Subject_48,0.08053958,0.021062503,0.8774679,-0.701003,0.01678375
Subject_49,0.025611946,1.2133315,0.13198073,0.422795,1.4850656
Subject_50,-1.2360561,-1.3584762,0.31455573,-0.8602074,-0.3069823
Subject_51,-0.016668977,-0.65846926,-0.64270204,0.28970826,0.5386082
Subject_52,0.15475634,-1.1736373,-1.1134697,-0.4081907,0.9394103
Subject_53,0.07123182,0.6634539,1.1621808,-0.6672927,0.8381001
Subject_54,0.010159519,0.4971211,0.4058449,0.13268504,0.8975777
Subject_55,0.088629164,-0.461664,0.83875066,-0.95374155,0.94808906
Subject_56,0.029436978,0.20472942,-0.5515575,0.4000652,1.292573
Subject_57,-0.45438007,1.3102896,-0.3829893,0.43492156,0.3796351
Subject_58,-1.0943402,0.49326327,0.253889,-0.93666834,-0.19340013
Subject_59,-0.01003176,0.2070654,-0.41075614,0.34238476,0.5925318
Subject_60,-1.5532736,-1.1577626,-0.44518983,-1.0562822,-0.1008383
Subject_61,0.10865675,-1.2179799,-0.56692404,-0.53199893,1.1198792
Subject_62,-0.24386516,-0.4588368,-0.3255129,-1.4752241,-0.20137219
Subject_63,0.014947047,2.428436,-0.46353862,0.21205273,1.4950932
Subject_64,-0.7530438,-0.13758083,0.21404031,-0.67491466,0.42024744
Subject_65,-1.4770468,0.042377338,-0.29851377,0.04606134,0.010422775
Subject_66,0.017167605,1.166633,0.16493177,-0.060021568,1.3003949
Subject_67,-0.005584723,-1.8343452,-0.041008994,0.17356583,0.0120678125
Subject_68,0.0026870505,-1.595262,-0.53603464,0.2304089,1.305826
Subject_69,0.04219432,0.8576332,-0.6663837,-0.11779485,-0.28019756
Subject_70,-1.0538602,0.8244161,-0.20510021,-0.47070155,-0.021356268
