Patient ID,Factor_0,Factor_1
Subject_0,0.98573416,-0.18600333
Subject_1,-0.21868277,1.3275927
Subject_2,0.72059363,-0.3454094
Subject_3,0.36229247,-0.7058141
Subject_4,-1.0715111,0.03531788
Subject_5,-0.20815618,1.0993092
Subject_6,-1.0094981,1.1737988
Subject_7,-0.5978498,0.14398567
Subject_8,-0.774997,0.08018384
Subject_9,-1.0096593,0.060497735
Subject_10,0.17637576,0.5161404
Subject_11,-0.93014705,-0.5299351
Subject_12,-0.79349256,1.1849606
Subject_13,0.74934435,-1.1091079
Subject_14,0.0451996,-0.48148754
Subject_15,-0.47893944,1.5684314
Subject_16,-0.64104795,-0.36176354
Subject_17,0.91500574,-1.0626167
Subject_18,-0.24269567,-0.0014963979
Subject_19,-1.151456,0.8619261
Subject_20,0.05648648,-0.27891737
Subject_21,0.88149035,-1.0992358
Subject_22,0.48704526,-0.7130898
Subject_23,0.66622263,0.24944094
Subject_24,0.39120305,-0.16176872
Subject_25,-0.28432396,-1.0719932
Subject_26,1.0746741,-0.3920982
Subject_27,0.57039714,0.5326931
Subject_28,0.97550076,-0.9867255
Subject_29,0.31703776,0.7658704
Subject_30,-0.8983623,-0.7424918
Subject_31,-1.2280483,0.6767697
Subject_32,0.93484765,-0.7920139
Subject_33,1.1746029,-1.1551828
Subject_34,0.1846542,0.7819606
Subject_35,0.40931043,0.15280811
Subject_36,0.9788477,0.4131644
Subject_37,-0.72826487,0.24891992
Subject_38,-0.4565065,0.7431725
Subject_39,0.5964886,-0.7752602
Subject_40,0.6461029,0.01483774
Subject_41,-1.1186895,0.60624105
Subject_42,0.35508764,1.1274655
Subject_43,-0.8330664,-0.41536403
Subject_44,-0.9319319,1.2656212
Subject_45,0.13301069,-0.22102042
Subject_46,1.0691351,0.6947114
Subject_47,0.171364,-0.2147367
Subject_48,0.7358963,0.66552615
Subject_49,-0.6942494,0.9276155
Subject_50,0.7149911,-1.2760612
Subject_51,0.95816445,-0.49033433
Subject_52,0.53785425,-1.1147404
Subject_53,-0.79286754,0.8460727
Subject_54,0.6649223,0.59496367
Subject_55,0.04353102,-1.2850256
Subject_56,-1.1820256,-0.90771717
Subject_57,-1.3129072,0.59830767
Subject_58,1.053398,1.0394074
Subject_59,-0.73232967,-0.19786033
Subject_60,1.208475,-0.49181065
Subject_61,0.80638015,-0.5772261
Subject_62,1.2841171,0.44461635
Subject_63,-0.91764385,1.9020365
Subject_64,0.5463039,-0.13048057
Subject_65,0.71732014,0.53011316
Subject_66,-0.9930016,0.6165067
Subject_67,0.6804851,-1.3720397
Subject_68,0.87007684,-1.5798545
Subject_69,-0.73848754,0.6112126
Subject_70,-0.3185846,0.7007734
Subject_71,-1.2432617,0.26069275
Subject_72,0.43994835,-0.38033625
Subject_73,0.954538,0.30219147
Subject_74,-0.5773665,-0.6613762
Subject_75,0.9035202,0.73445857
Subject_76,-1.0541615,1.1518222
Subject_77,-0.91605115,-0.2532856
Subject_78,1.0314722,-1.4090569
Subject_79,-0.776427,0.6784798
Subject_80,-0.4787144,0.3244334
Subject_81,0.9181112,-1.3609312
Subject_82,0.5499889,-1.2122941
Subject_83,-0.5412571,-0.0007942794
Subject_84,-0.9615039,0.66935897
Subject_85,0.2388703,-0.5869273
