Patient ID,Factor_0,Factor_1
Subject_0,0.3798877,-0.41181484
Subject_1,-1.0268459,-1.0101326
Subject_2,0.3381905,-1.0153816
Subject_3,0.51641417,-0.12548715
Subject_4,-0.5265781,0.81705093
Subject_5,-0.9278998,-0.86510664
Subject_6,-0.99819744,-0.23215342
Subject_7,-0.2981731,0.49914736
Subject_8,0.29896098,0.8735402
Subject_9,-0.5365874,0.31434125
Subject_10,-0.7582707,-1.1779354
Subject_11,0.3097808,1.1023421
Subject_12,-0.6707037,0.4377281
Subject_13,1.256842,0.4476116
Subject_14,0.3163294,-0.36197543
Subject_15,-1.4179823,-0.044733178
Subject_16,0.09660787,-0.016561337
Subject_17,1.1195232,-1.0904703
Subject_18,0.049063805,0.81186855
Subject_19,-0.9430345,1.2140261
Subject_20,-0.17833044,-0.03406052
Subject_21,0.9282778,0.0035963657
Subject_22,0.36061355,0.5050919
Subject_23,0.16884944,-0.020894796
Subject_24,0.80972147,0.7294027
Subject_25,0.8791907,0.52074987
Subject_26,0.4654876,-0.7523073
Subject_27,-0.25236976,-0.4895742
Subject_28,0.90575624,-0.39044583
Subject_29,-0.3635876,-1.5449994
Subject_30,0.5135859,-0.4774155
Subject_31,-0.9591091,1.2831484
Subject_32,0.9412559,-0.962124
Subject_33,1.2839597,-1.1036464
Subject_34,-0.7315701,-1.6226914
Subject_35,-0.39008608,0.6297929
Subject_36,0.08651965,-0.3763051
Subject_37,-0.17342688,1.10671
Subject_38,-0.70296973,0.49592537
Subject_39,0.6013234,1.1751119
Subject_40,0.45516986,-0.40584007
Subject_41,-0.43126318,0.73731345
Subject_42,-0.5482694,-0.55665535
Subject_43,0.36856845,-0.4867416
Subject_44,-0.77861744,0.587717
Subject_45,0.54446906,0.44960022
Subject_46,-0.3220371,0.94298553
Subject_47,0.37598932,1.1625154
Subject_48,-0.099975556,-0.24441442
Subject_49,-0.9760994,-0.5705709
Subject_50,1.0875213,0.28882736
Subject_51,0.525926,-0.6618133
Subject_52,0.9246822,-0.49906424
Subject_53,-0.48688006,0.4693752
Subject_54,-0.3965743,0.40135852
Subject_55,0.29771978,0.98095995
Subject_56,-0.20185791,0.90861404
Subject_57,-1.1648611,0.81794834
Subject_58,-0.52738225,-0.78003347
Subject_59,-0.14638811,0.71832156
Subject_60,0.9210605,0.16266647
Subject_61,0.9477564,-0.9256103
Subject_62,0.34264237,-0.27116925
Subject_63,-2.19996,-0.98035526
Subject_64,-0.008768574,-1.0710852
Subject_65,-0.0026441282,-0.30987749
Subject_66,-1.0027308,-1.1219201
Subject_67,1.4731073,0.15012275
Subject_68,1.3148718,-0.32571426
Subject_69,-0.6489908,0.32000053
Subject_70,-0.63934827,-0.8948267
Subject_71,-0.64217734,-0.39126176
Subject_72,0.3310439,0.1478046
Subject_73,0.09675939,-0.86971426
Subject_74,0.5754505,0.17717195
Subject_75,-0.70683897,0.93421894
Subject_76,-0.87193877,0.5625664
Subject_77,-0.13399225,0.26374403
Subject_78,1.6895941,1.7605088
Subject_79,-0.8905837,-0.09697595
Subject_80,-0.15915942,0.24115409
Subject_81,1.3203932,-1.3358787
Subject_82,1.203898,-0.4770767
Subject_83,-0.14142567,0.5830493
Subject_84,-0.4091493,-1.0881379
Subject_85,0.27310407,0.6042335
