Patient ID,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Subject_0,0.016018065,-0.1147448,0.066780984,-0.026622102,0.014906665
Subject_1,-0.06436971,-0.023421446,0.057415504,-0.013088647,0.114631884
Subject_2,0.046166714,-0.071507394,0.015483684,-0.016621746,-0.006588218
Subject_3,0.030687278,-0.020866595,-0.077733316,0.014498755,-0.005990918
Subject_4,0.12765586,0.091954894,-0.047179054,-0.009239026,-0.08000614
Subject_5,0.033163585,-0.09798108,0.02648104,0.003118812,0.053645793
Subject_6,0.08188813,-0.0123644015,-0.11092226,0.024803612,0.070737004
Subject_7,0.039306037,0.032314897,0.031757545,0.0029519736,-0.060175557
Subject_8,-0.16673855,0.10877488,-0.07908201,0.057761926,0.045181602
Subject_9,0.1298555,0.06471885,-0.09226713,-0.0049539045,-0.027243063
Subject_10,-0.07127822,0.07854791,0.11330301,-0.058290094,0.05028194
Subject_11,-0.0044434234,0.13263543,-0.021431357,0.02459751,-0.11075165
Subject_12,-0.019153057,-0.012598653,0.00208827,0.04207403,0.014215335
Subject_13,-0.0867624,-0.01737767,-0.009693036,0.011856443,-0.02331633
Subject_14,0.03766023,-7.11966e-05,-0.015831016,-0.026174355,0.00039579664
Subject_15,0.0921004,-0.029318558,0.017915752,0.0046710474,0.02794018
Subject_16,-0.008063283,0.044908874,-0.010302182,-0.038236268,0.035953015
Subject_17,0.0010147087,-0.05981847,0.016478077,-0.03934701,-0.0020532173
Subject_18,-0.028253473,0.032897037,0.01979208,0.004036275,-0.021190967
Subject_19,-0.060437508,0.14796233,-0.046989,0.063950665,-0.03183038
Subject_20,-0.037793074,0.053238954,0.017676808,-0.01503762,0.0143760815
Subject_21,-0.012766359,0.032397907,-0.052216142,-0.011669317,-0.022392828
Subject_22,0.014598279,0.04774094,0.022492893,-0.02928141,-0.039150316
Subject_23,-0.07599084,-0.025532957,0.012901169,0.017588992,0.032134257
Subject_24,-0.0032783416,0.011533608,0.03972218,-0.007835813,-0.020549333
Subject_25,-0.028121384,0.042252272,-0.042529088,-0.00036556958,-0.03125245
Subject_26,0.10699052,-0.13685137,0.018553395,-0.005345525,-0.032265138
Subject_27,0.009841121,-0.06584804,0.01658636,0.009409141,0.02719869
Subject_28,-0.0188737,-0.009261195,0.04836005,-0.031693537,-0.037726495
Subject_29,-0.001964847,-0.036737114,0.013067444,-0.030236691,0.084574506
Subject_30,0.0018439947,0.027650842,-0.0399109,-0.014089969,-0.0027121275
Subject_31,0.09194595,0.18338415,-0.17077933,0.019831117,-0.012995201
Subject_32,0.03395744,-0.11769652,-0.03388668,0.01591514,-0.014574353
Subject_33,0.06245515,-0.15084039,0.08417054,-0.06531623,-0.015970238
Subject_34,0.07756714,-0.08925438,0.022594064,-0.03563666,0.07913547
Subject_35,0.052869573,0.07445234,0.07226456,0.01052025,-0.13810341
Subject_36,0.040200595,-0.11281496,0.02699079,0.00091260567,0.015860507
Subject_37,-0.14465836,0.110289566,0.07174056,0.022740925,-0.030747168
Subject_38,-0.12103344,0.12285314,-0.04716994,0.036448646,0.05255578
Subject_39,0.04102887,0.025084473,-0.014599494,0.0032769595,-0.08913288
Subject_40,-0.058299016,-0.0693556,0.030708984,0.01703459,0.016467402
Subject_41,-0.06774871,0.09126361,-0.085178666,0.036892995,0.04617573
Subject_42,0.07847135,-0.16385853,0.042605754,-0.020474939,0.07977587
Subject_43,0.09472402,-0.0012962151,-0.033464227,-0.032390125,-0.011291981
Subject_44,0.06876116,-0.06869438,-0.020300709,0.04775734,-0.0038041736
Subject_45,-0.060816295,0.027250092,0.02259103,0.017164541,-0.019025259
Subject_46,0.026839102,-0.04378599,0.08123921,0.030903034,-0.08084927
Subject_47,-0.030225836,0.00378073,0.007231087,0.027925005,-0.04498233
Subject_48,-0.025294885,-0.04914469,0.06586726,-0.034803867,0.051568657
Subject_49,-0.03056881,0.04668589,0.032461673,-0.024271285,0.07193122
Subject_50,0.026321746,0.0032061946,-0.047099188,0.0014885376,-0.07060113
