Patient ID,Factor_0,Factor_1
Subject_0,0.024130818,-0.110521935
Subject_1,0.031447016,0.02573316
Subject_2,0.006830459,-0.05827403
Subject_3,-0.017340133,-0.00939991
Subject_4,-0.029637517,0.12556882
Subject_5,0.019336252,0.008740478
Subject_6,-0.01509373,0.1449645
Subject_7,-0.0040089525,0.042941734
Subject_8,-0.018928748,0.0532344
Subject_9,-0.03094092,0.135649
Subject_10,0.02829264,0.0021450438
Subject_11,-0.030622898,0.07050988
Subject_12,0.0021025226,0.071078464
Subject_13,-0.002750464,-0.12939732
Subject_14,-0.0021021336,-0.023963397
Subject_15,0.008407902,0.12759261
Subject_16,0.0017761607,-0.012247946
Subject_17,0.009047081,-0.14531763
Subject_18,4.1294606e-05,0.00042764354
Subject_19,-0.02834561,0.17823243
Subject_20,0.0024192666,0.011264602
Subject_21,-0.016715372,-0.057242766
Subject_22,-0.0030526845,-0.020035055
Subject_23,0.009229392,-0.038168494
Subject_24,0.004230804,-0.0023249718
Subject_25,-0.016510276,-0.0439318
Subject_26,0.00873552,-0.06741431
Subject_27,0.0109632,-0.0011621516
Subject_28,0.008324697,-0.11592211
Subject_29,0.017676478,-0.009646227
Subject_30,-0.010449543,-0.02500319
Subject_31,-0.05449318,0.24719888
Subject_32,-0.0017299592,-0.09529591
Subject_33,0.029397778,-0.210964
Subject_34,0.023075549,0.008981247
Subject_35,-0.01046005,0.069459125
Subject_36,0.015695702,-0.0470948
Subject_37,0.0046934,0.012986325
Subject_38,-0.011064977,0.1037621
Subject_39,-0.018718487,-0.017250903
Subject_40,0.014758241,-0.07815017
Subject_41,-0.018785277,0.100443624
Subject_42,0.031437982,-0.026547788
Subject_43,-0.0070968224,0.004272038
Subject_44,-0.0032291405,0.09276706
Subject_45,0.0016872769,-0.014451434
Subject_46,0.006018979,0.017587494
Subject_47,-0.0050232196,-0.016460886
Subject_48,0.02640857,-0.06632405
Subject_49,0.014174466,0.06354278
Subject_50,-0.020814668,-0.06485323
Subject_51,-0.0009627333,-0.053033415
Subject_52,-0.008537515,-0.07511145
Subject_53,-0.011193928,0.08376826
Subject_54,0.0344926,-0.042704847
Subject_55,-0.0130575625,-0.0013144038
Subject_56,-0.04885666,0.1453019
Subject_57,-0.019137835,0.16039945
Subject_58,0.042429462,-0.05675365
Subject_59,-0.014954835,0.050177563
Subject_60,0.00827653,-0.11642711
Subject_61,0.023163803,-0.159626
Subject_62,0.061923865,-0.19535366
Subject_63,0.031209702,0.13430077
Subject_64,0.018010087,-0.05651314
Subject_65,0.013069334,-0.03673598
Subject_66,-0.006969282,0.112648755
Subject_67,0.007099344,-0.17141716
Subject_68,-0.0132746445,-0.10473516
Subject_69,-0.015671853,0.10915664
Subject_70,0.017603794,0.018481934
Subject_71,-0.0050866664,0.07065712
Subject_72,-0.0035612336,-0.024633741
Subject_73,0.021491451,-0.07040987
Subject_74,-0.01584928,-0.0034540447
Subject_75,0.011727166,0.010959442
Subject_76,-0.004709418,0.09552439
Subject_77,-0.026545651,0.084840134
Subject_78,-0.020483444,-0.110223584
Subject_79,-0.021017062,0.15105583
Subject_80,-0.0046047517,0.028875455
Subject_81,0.011605269,-0.17194408
Subject_82,0.00097378995,-0.13215515
Subject_83,-0.022718802,0.07457673
Subject_84,-0.00859441,0.065554574
Subject_85,-0.00032183612,-0.021734957
