Patient ID,Factor_0,Factor_1
Subject_0,-0.8564363,-0.24747974
Subject_1,-1.0822029,0.8388582
Subject_2,-0.9380157,-0.7085144
Subject_3,0.65877295,-0.9196741
Subject_4,0.87490606,0.24011713
Subject_5,-0.88883084,0.6879468
Subject_6,0.5617684,0.6795023
Subject_7,0.37060836,0.33509943
Subject_8,1.2087593,0.82462686
Subject_9,0.762268,0.88078994
Subject_10,-0.554576,0.18988149
Subject_11,0.62822,-0.7642146
Subject_12,-0.6435837,0.6627623
Subject_13,0.3606025,-1.1986961
Subject_14,0.7966879,-0.60088515
Subject_15,-1.041264,1.1961529
Subject_16,0.3314604,-0.08337546
Subject_17,0.73803425,-0.7381041
Subject_18,0.30059645,0.17040506
Subject_19,0.56062067,0.6506551
Subject_20,0.35824198,-0.0125050675
Subject_21,0.84146726,-0.91976815
Subject_22,0.30338666,-0.54497844
Subject_23,-0.90974444,0.41100585
Subject_24,-0.30866516,-0.6370088
Subject_25,1.0937016,-0.5332447
Subject_26,-0.40621394,-0.29497045
Subject_27,-1.3183928,0.4615692
Subject_28,0.15459773,-0.80960625
Subject_29,-0.73860425,0.4425896
Subject_30,0.8481883,-1.3166602
Subject_31,1.0685493,0.6531788
Subject_32,-0.72349817,-0.57332623
Subject_33,-0.7107388,-0.9111582
Subject_34,-0.9278898,0.48784503
Subject_35,-0.17143711,-0.22832383
Subject_36,-1.0043314,-0.20715359
Subject_37,0.31697103,0.1632287
Subject_38,0.52416503,0.7485648
Subject_39,0.6822996,-0.4260936
Subject_40,-0.963516,-0.5558378
Subject_41,0.99007773,0.76144904
Subject_42,-1.1354567,0.28412822
Subject_43,0.41941124,-0.15918715
Subject_44,-0.77581614,0.7647189
Subject_45,-0.33939564,0.28232652
Subject_46,-1.1515325,0.13612157
Subject_47,0.16830838,-0.19049463
Subject_48,-0.7543559,-0.51390415
Subject_49,-0.77930295,0.91146755
Subject_50,1.5440524,-1.1655498
Subject_51,-0.82956076,-0.69221586
Subject_52,1.2046759,-0.49625912
Subject_53,-0.6075888,0.33575082
Subject_54,-1.1667374,0.5264022
Subject_55,0.3280373,-0.2400565
Subject_56,1.5783408,0.31591642
Subject_57,1.2684728,0.9789805
Subject_58,-1.2583259,0.5837165
Subject_59,0.84460497,0.10676542
Subject_60,-0.8591775,-0.7596248
Subject_61,-0.75205183,-0.7522394
Subject_62,-1.1048414,-0.549402
Subject_63,-1.2526051,1.1280513
Subject_64,-0.9199248,-0.4277038
Subject_65,-1.0536325,-0.54673064
Subject_66,1.3957399,0.501326
Subject_67,0.40639037,-1.5020497
Subject_68,0.9842315,-0.6969508
Subject_69,0.8546184,0.8513982
Subject_70,-0.18812844,0.5648486
Subject_71,0.78962326,0.513454
Subject_72,0.75098735,-0.7471644
Subject_73,-0.83621365,0.025501741
Subject_74,0.6839438,-0.9103256
Subject_75,-0.67774177,0.9700759
Subject_76,-0.89037293,1.2880245
Subject_77,0.9920169,0.8307335
Subject_78,0.9108653,-1.0102847
Subject_79,0.6192998,0.8891352
Subject_80,0.49595127,0.4494079
Subject_81,0.6040069,-1.232304
Subject_82,0.7610989,-0.79528743
Subject_83,0.95258117,0.52455467
Subject_84,0.76157427,0.9195255
Subject_85,0.68262994,-0.9882522
