Patient ID,Factor_0,Factor_1
Subject_0,-0.7974527,-0.02548636
Subject_1,2.2783058,0.0018013174
Subject_2,-0.3783238,0.0009148509
Subject_3,-1.2285964,-0.0007078723
Subject_4,0.8638508,-0.0010795444
Subject_5,1.1286472,-0.00089216843
Subject_6,1.8522025,-0.0046846173
Subject_7,0.8584921,-0.0015654237
Subject_8,-0.0015650986,-8.55818e-05
Subject_9,0.83745617,0.00011559232
Subject_10,1.2222403,0.001455046
Subject_11,-0.010998968,-0.100231014
Subject_12,1.2913648,-0.001798045
Subject_13,-5.2511537e-06,-3.7381593e-05
Subject_14,-0.43081412,-0.0009392936
Subject_15,3.318038,-0.00011914518
Subject_16,-0.0081184255,-0.09460109
Subject_17,0.0029108706,-1.6428947
Subject_18,0.083392344,-0.001276804
Subject_19,2.375263,0.00058444054
Subject_20,0.3336421,-0.0008061793
Subject_21,-0.1103161,-2.2575588
Subject_22,-0.6523394,0.0004086514
Subject_23,-0.3182353,-0.00043305208
Subject_24,0.36156395,0.0010626187
Subject_25,-1.6910263,-2.5538013e-05
Subject_26,-0.3502322,-0.0006447204
Subject_27,0.46290493,-0.0018266302
Subject_28,-0.002516211,-0.010638674
Subject_29,0.43468043,0.033918723
Subject_30,-0.8988912,-0.0006793033
Subject_31,1.897453,-0.0012308309
Subject_32,-1.8913014,-0.037460882
Subject_33,-2.136306,-0.00024749737
Subject_34,0.9815509,0.00080279197
Subject_35,0.7585276,3.7605347e-05
Subject_36,-0.086205095,0.0003403632
Subject_37,1.0238498,-0.00019442834
Subject_38,1.4460839,-0.0027002555
Subject_39,-1.4236562,0.000634053
Subject_40,-0.0037783284,3.2487016e-05
Subject_41,0.42271942,-0.0004826339
Subject_42,1.0452105,-0.003156055
Subject_43,-0.23644546,0.0011268989
Subject_44,1.721285,0.0075715296
Subject_45,-0.0072609587,0.0001644861
Subject_46,0.536382,0.00017227387
Subject_47,-0.5995495,-0.016724048
Subject_48,-0.0021239782,0.00049831613
Subject_49,1.7306342,0.0017522445
Subject_50,-2.1128874,-0.0051931883
Subject_51,-1.1147655,0.00045978054
Subject_52,-1.799508,-0.009104393
Subject_53,1.1008716,-0.0021947273
Subject_54,0.94930255,0.001960089
Subject_55,-0.69655377,-0.005005173
Subject_56,3.2151325e-05,-0.002815958
Subject_57,1.7334208,-2.378372e-05
Subject_58,1.0438567,0.00030126167
Subject_59,0.09546164,0.0017319535
Subject_60,-1.7709334,0.00065786514
Subject_61,-2.046386,-0.00017075532
Subject_62,-0.43939683,-0.00069582445
Subject_63,4.03293,-0.0001973899
Subject_64,-0.25055623,0.00094443944
Subject_65,0.008888102,0.00063596544
Subject_66,1.6056341,0.07254091
Subject_67,-0.00040410866,-3.4535031
Subject_68,-3.3385642,-0.0019229364
Subject_69,1.1675422,-0.002030395
Subject_70,1.2360488,-0.006448439
Subject_71,0.8387034,0.00015670866
Subject_72,-0.520616,-0.029399924
Subject_73,-0.20867307,0.0006120583
Subject_74,-0.82893723,0.0031999834
Subject_75,0.9778733,0.0005714733
Subject_76,1.5808544,-0.00049573655
Subject_77,0.121940784,-0.0012231405
Subject_78,-2.3024268,0.0017312891
Subject_79,2.2384124,3.2381424e-05
Subject_80,0.039297063,0.04046728
Subject_81,-1.80167,-1.3548653
Subject_82,-2.1333117,-0.00033731462
Subject_83,0.35053268,-0.0008944109
Subject_84,0.53801817,-0.0020684712
Subject_85,-0.0006411272,-0.005045169
