Patient ID,Factor_0,Factor_1
Subject_0,-0.08733135,0.6812137
Subject_1,-0.087195106,-1.2814856
Subject_2,0.18284807,0.5408998
Subject_3,0.075180605,0.5726014
Subject_4,0.21146694,-0.5997966
Subject_5,1.5309228,-0.7801087
Subject_6,-0.0067304885,-1.4297066
Subject_7,-0.018249564,-0.4562821
Subject_8,-0.12331948,-0.17134722
Subject_9,-0.024180125,-0.7611096
Subject_10,-0.09799407,-0.8784714
Subject_11,0.06817918,0.12028447
Subject_12,0.9213773,-0.9721939
Subject_13,-0.06672269,1.5546676
Subject_14,-0.054105736,0.3382497
Subject_15,0.101392835,-1.8022883
Subject_16,-0.12457341,0.02067946
Subject_17,-0.098335475,1.4246362
Subject_18,1.5195341,-0.03466054
Subject_19,0.6377063,-1.3639748
Subject_20,-0.029411113,-0.20732313
Subject_21,-0.055388696,1.1819639
Subject_22,-0.11983453,0.3560162
Subject_23,-0.08926483,0.11719125
Subject_24,1.6302112,-0.21440443
Subject_25,0.92018026,1.0072765
Subject_26,1.581666,0.5865449
Subject_27,0.23101991,-0.35247913
Subject_28,0.11181215,1.0979389
Subject_29,0.38886347,-0.3712354
Subject_30,1.4253088,0.58744055
Subject_31,0.43559363,-1.3800089
Subject_32,1.4912571,1.1528527
Subject_33,-0.06618973,1.7121457
Subject_34,0.08456813,-0.8193627
Subject_35,0.08677524,-0.55263406
Subject_36,1.381964,0.09465419
Subject_37,-0.0411545,-0.38566476
Subject_38,0.47081304,-1.0083754
Subject_39,1.1447158,0.8017972
Subject_40,0.12358071,0.4513328
Subject_41,0.25580674,-0.7904494
Subject_42,1.1352886,-0.6693623
Subject_43,1.4843744,0.12597883
Subject_44,1.4287927,-1.0878628
Subject_45,0.34932932,0.20187314
Subject_46,1.234471,-0.39727893
Subject_47,0.81502736,0.38162628
Subject_48,0.13447002,0.024095882
Subject_49,-0.08442813,-1.1841788
Subject_50,1.2020569,1.3782333
Subject_51,-0.017644389,0.6576997
Subject_52,0.14899985,1.104628
Subject_53,0.17292118,-0.73198885
Subject_54,-0.054906644,-0.517532
Subject_55,0.26754907,0.41883984
Subject_56,-0.066407435,-0.34342536
Subject_57,0.19856156,-1.346232
Subject_58,0.9999565,-0.59622854
Subject_59,-0.09970178,-0.2550248
Subject_60,1.7018269,1.0637807
Subject_61,0.04403004,1.1575254
Subject_62,0.8095041,0.4518078
Subject_63,0.004907788,-2.308026
Subject_64,0.73930496,0.2287755
Subject_65,1.5435041,-0.009439859
Subject_66,0.017269505,-1.0913663
Subject_67,-0.058709577,1.8675474
Subject_68,-0.08650826,1.5318339
Subject_69,-0.02115699,-0.8949472
Subject_70,1.0008984,-0.7153993
Subject_71,0.11575832,-0.72177374
Subject_72,-0.019395843,0.32736576
Subject_73,-0.04328453,0.24511284
Subject_74,0.86534196,0.49929836
Subject_75,0.06067016,-0.49320775
Subject_76,0.29758266,-1.0640631
Subject_77,-0.024949456,-0.19688624
Subject_78,0.56791025,2.20622
Subject_79,0.6102174,-1.1735185
Subject_80,0.02125806,-0.2865437
Subject_81,-0.09156501,1.6754586
Subject_82,0.47430193,1.538368
Subject_83,0.06230057,-0.27307618
Subject_84,0.029015474,-0.66733575
Subject_85,0.15195738,0.29820284
