Patient ID,Factor_0,Factor_1
Subject_0,0.061329495,-0.4507711
Subject_1,0.10155278,1.2775855
Subject_2,-0.17228635,-0.42883328
Subject_3,-0.108602546,-0.6269987
Subject_4,-0.14095807,0.6732008
Subject_5,-1.5098534,0.66637784
Subject_6,0.0052537336,1.3507322
Subject_7,0.062805735,0.6721311
Subject_8,-0.013898307,0.011216326
Subject_9,0.09125664,0.75154895
Subject_10,0.053182434,1.115571
Subject_11,-0.045635656,-0.05094179
Subject_12,-1.0059407,0.8007993
Subject_13,0.043692958,-1.5522985
Subject_14,0.029477272,-0.16564335
Subject_15,-0.016343078,1.7975891
Subject_16,0.14987455,0.012741812
Subject_17,0.0025472473,-1.3123823
Subject_18,-1.423151,0.014776036
Subject_19,-0.795167,1.1359868
Subject_20,0.104612134,0.3871682
Subject_21,0.14188117,-1.0481498
Subject_22,0.14409389,-0.117758736
Subject_23,0.0026896102,-0.17426302
Subject_24,-1.5483464,0.09945277
Subject_25,-0.9751644,-1.0379951
Subject_26,-1.6099885,-0.5074861
Subject_27,-0.09344034,0.30763128
Subject_28,-0.111236446,-0.8514154
Subject_29,-0.36033404,0.46807832
Subject_30,-1.4814788,-0.6089335
Subject_31,-0.3467262,1.2265005
Subject_32,-1.4847642,-1.147842
Subject_33,0.031389043,-1.5058504
Subject_34,-0.1005876,0.9045013
Subject_35,0.030394573,0.78040105
Subject_36,-1.4980644,-0.08781657
Subject_37,0.098858155,0.27540204
Subject_38,-0.47546014,0.8977688
Subject_39,-1.1591859,-0.76294184
Subject_40,-0.1024088,-0.5883638
Subject_41,-0.2977449,0.5517
Subject_42,-1.0976164,0.6702331
Subject_43,-1.4063443,-0.14527948
Subject_44,-1.4203162,0.8986384
Subject_45,-0.37160143,-0.0922217
Subject_46,-1.2471666,0.37278372
Subject_47,-0.8786361,-0.46393606
Subject_48,-0.10374392,0.039026976
Subject_49,0.08130797,1.3370799
Subject_50,-1.1265283,-1.321497
Subject_51,-0.0018925506,-0.6563906
Subject_52,-0.09150176,-1.0710547
Subject_53,-0.11368183,0.67883515
Subject_54,0.07471845,0.56814903
Subject_55,-0.16240145,-0.3702583
Subject_56,0.13508978,0.39030388
Subject_57,-0.23702167,1.3580744
Subject_58,-1.0572934,0.6091279
Subject_59,0.09354969,0.16778046
Subject_60,-1.7339005,-1.1541103
Subject_61,-0.1711752,-1.0743363
Subject_62,-0.8896986,-0.48244804
Subject_63,0.06020294,2.5929434
Subject_64,-0.72240674,-0.028450003
Subject_65,-1.5060047,-0.03377208
Subject_66,0.088042274,1.2943679
Subject_67,0.12338961,-1.7744046
Subject_68,0.048859205,-1.4240727
Subject_69,0.029275818,0.8274812
Subject_70,-1.0162214,0.7853764
Subject_71,-0.07786522,0.8440823
Subject_72,0.02015837,-0.40975663
Subject_73,0.08220109,-0.13573599
Subject_74,-0.9096258,-0.59213936
Subject_75,-0.046864305,0.66399443
Subject_76,-0.1971055,0.8722086
Subject_77,-0.06433629,0.13990827
Subject_78,-0.57877684,-1.8025609
Subject_79,-0.68107456,1.1487762
Subject_80,-0.034123436,0.1511577
Subject_81,0.034315992,-1.575214
Subject_82,-0.40686136,-1.5427555
Subject_83,-0.06374138,0.29879934
Subject_84,0.039869327,0.5762886
Subject_85,-0.20525786,-0.314159
