Patient ID,Factor_0,Factor_1
Subject_0,0.9035264,-0.34470132
Subject_1,0.61288154,1.1042725
Subject_2,0.98821855,-0.36566556
Subject_3,-0.4792742,-0.54076463
Subject_4,-1.2200869,0.47444856
Subject_5,1.1052403,0.6790291
Subject_6,-0.7622049,1.1554791
Subject_7,-1.116409,0.2146208
Subject_8,-0.80181885,0.26689044
Subject_9,-1.0956299,0.2692874
Subject_10,0.7218869,0.5744034
Subject_11,-0.64142215,-0.41046157
Subject_12,-0.27781433,1.0049239
Subject_13,0.5107035,-1.2419883
Subject_14,-0.5860652,-0.3980989
Subject_15,0.1799011,1.5954466
Subject_16,-1.0930002,-0.16509609
Subject_17,0.60983306,-1.0580262
Subject_18,-0.34453347,0.12653758
Subject_19,-0.71940887,0.89473826
Subject_20,-0.13183488,-0.29401836
Subject_21,-0.45408145,-1.0034847
Subject_22,-0.48652187,-0.64593756
Subject_23,1.0770519,0.35432485
Subject_24,0.98319656,-0.22981408
Subject_25,-1.0037746,-0.7620842
Subject_26,1.3739349,-0.37954184
Subject_27,1.0911753,0.38555005
Subject_28,0.68227696,-0.85216665
Subject_29,0.7673747,0.41155466
Subject_30,-0.51633775,-0.4986697
Subject_31,-1.6090759,0.6486247
Subject_32,1.0368545,-1.0234916
Subject_33,1.2912092,-1.1419578
Subject_34,1.2233136,0.581738
Subject_35,0.043225292,-0.029803064
Subject_36,0.5361352,0.14892772
Subject_37,-0.7870908,0.23907717
Subject_38,-0.9667989,0.7380871
Subject_39,0.1576988,-0.7015181
Subject_40,0.61301756,-0.27285582
Subject_41,-1.1828959,0.7799334
Subject_42,0.92895585,0.83528966
Subject_43,-0.71685576,-0.19433852
Subject_44,0.719046,1.0534341
Subject_45,0.02201496,0.033047818
Subject_46,0.9196308,0.7377363
Subject_47,-0.34624183,-0.47947606
Subject_48,0.80188465,0.008174209
Subject_49,-0.54247093,0.7984624
Subject_50,-0.41855887,-1.2463207
Subject_51,0.8960564,-0.63518447
Subject_52,-0.628212,-0.7887163
Subject_53,-0.315193,0.77164805
Subject_54,0.53117496,0.4412748
Subject_55,-0.8093061,-0.46649837
Subject_56,-1.1384225,-0.71327615
Subject_57,-0.8753084,0.81156427
Subject_58,0.5464271,0.81097794
Subject_59,-0.68802416,-0.03934561
Subject_60,0.51289684,-0.656914
Subject_61,1.087687,-0.7156639
Subject_62,1.2855408,-0.10979973
Subject_63,0.68368644,1.6060221
Subject_64,0.73859715,-0.21192363
Subject_65,0.8480202,-0.016976511
Subject_66,-1.0181022,0.6323515
Subject_67,0.8291496,-1.2781003
Subject_68,-1.1626081,-1.1648635
Subject_69,-0.5346759,0.5360027
Subject_70,0.9529978,0.55329394
Subject_71,-1.0450482,0.28846708
Subject_72,0.24605842,-0.34844458
Subject_73,0.97822964,0.13868544
Subject_74,-0.9891035,-0.48689365
Subject_75,0.7613552,0.37795326
Subject_76,-0.104376316,1.1676742
Subject_77,-1.2334126,0.3763826
Subject_78,0.39243984,-1.2293824
Subject_79,-1.1872668,0.75910413
Subject_80,-0.43469667,0.35424846
Subject_81,0.98823535,-1.1752261
Subject_82,0.38207626,-1.110329
Subject_83,-0.81786555,0.43762195
Subject_84,-0.5196454,0.5356254
Subject_85,-0.06953476,-0.41089705
