Patient ID,Factor_0,Factor_1
Subject_0,-1.22243,0.88244116
Subject_1,-0.9996773,-1.1531558
Subject_2,-0.64602166,0.9677955
Subject_3,0.5561974,0.5520775
Subject_4,0.76074773,-0.2119857
Subject_5,-1.0793793,-0.6352457
Subject_6,0.7277536,-1.0720338
Subject_7,0.4670037,-0.31747168
Subject_8,0.7442486,-1.0224248
Subject_9,1.1622834,-0.71705556
Subject_10,-0.6041401,-1.0191193
Subject_11,0.8383976,0.60859615
Subject_12,-0.95547956,-1.3922671
Subject_13,0.42340165,1.1391618
Subject_14,0.6393187,0.38243634
Subject_15,-0.8461342,-1.7805054
Subject_16,1.2609286,0.64168894
Subject_17,0.35976216,1.407482
Subject_18,0.38173112,-0.07051792
Subject_19,0.92200893,-2.0558014
Subject_20,0.22250968,-0.10219227
Subject_21,0.7725782,0.96665096
Subject_22,0.7710466,0.8180547
Subject_23,-0.8578365,-0.36656868
Subject_24,-0.3750321,0.31168592
Subject_25,1.2883935,0.5663007
Subject_26,-0.6056242,0.77118564
Subject_27,-0.94852924,-0.91767323
Subject_28,0.043771196,1.1134176
Subject_29,-1.1576791,-0.42050096
Subject_30,0.94145954,0.5175963
Subject_31,0.80254346,-1.0046189
Subject_32,-0.49738252,0.8934851
Subject_33,-0.44063172,1.4298291
Subject_34,-0.79930425,-0.9658819
Subject_35,-0.23812719,0.21534589
Subject_36,-0.97181207,0.021405399
Subject_37,1.0887578,-0.3273306
Subject_38,0.67401063,-0.86556983
Subject_39,0.8683487,0.6199144
Subject_40,-0.7700999,0.2121558
Subject_41,1.3565573,-1.5428191
Subject_42,-0.8685087,-0.5310109
Subject_43,0.8942574,0.6971102
Subject_44,-0.9593185,-1.1511183
Subject_45,-0.035932768,-0.14447115
Subject_46,-0.91358316,-0.39060777
Subject_47,0.27309117,0.52489734
Subject_48,-0.86423844,0.37691453
Subject_49,-0.50364155,-1.1731178
Subject_50,0.7278485,1.3019027
Subject_51,-1.0259607,0.92463374
Subject_52,0.30015945,1.1336722
Subject_53,-0.44007963,-0.94649374
Subject_54,-0.93711853,-0.9651789
Subject_55,0.8843574,0.3056115
Subject_56,1.3547144,-0.30008122
Subject_57,1.0508392,-1.2177888
Subject_58,-1.1735332,-1.0258282
Subject_59,0.46208543,-0.03037889
Subject_60,-1.0567316,1.0744728
Subject_61,-1.0109103,0.8833109
Subject_62,-1.4932357,0.65631187
Subject_63,-1.3619734,-1.7836316
Subject_64,-1.2872846,1.0578257
Subject_65,-0.7082979,0.31302786
Subject_66,1.6046782,-1.1868975
Subject_67,0.24840517,1.4637549
Subject_68,1.0594279,1.503577
Subject_69,0.7671952,-0.7530237
Subject_70,-0.7230766,-0.9532795
Subject_71,1.1332582,-0.7710205
Subject_72,0.58347535,0.795882
Subject_73,-1.1324124,-0.18312329
Subject_74,0.9212193,0.76462704
Subject_75,-1.1772819,-0.7640837
Subject_76,-0.7877167,-0.90146327
Subject_77,0.903066,-0.36949867
Subject_78,0.90980643,1.3669856
Subject_79,0.6476095,-1.1518224
Subject_80,0.70778346,-0.7365621
Subject_81,0.4358835,1.9223713
Subject_82,0.9357109,1.2480121
Subject_83,0.87120956,-0.6590359
Subject_84,0.4221705,-0.7299519
Subject_85,0.24020582,0.59838426
